2.126
2.348
2.593
2.864
3.163
3.494
3.859
4.262
4.707
5.199
5.742
6.342
7.005
7.736
8.545
9.437
10.423
11.512
12.715
14.044
15.511
17.131
18.921
20.898
23.082
25.493
28.157
31.099
34.348
37.936
41.9
46.277
51.112
56.453
62.351
68.865
76.06
84.007
92.784
102.478
113.184
125.01
138.071
152.496
168.429
186.026
205.462
226.928
250.637
276.824
305.746
337.69
372.971
411.939
454.978
502.513
555.015
613.003
677.049
747.786
