"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27"
"48" 0.00278024411687773 9.19224179547391e-05 0.0132184285823285 0.000920448042686932 0.0014588823948635 0.000599103450596879 0.00774368320689052 0.000214574018248205 0.0042207941140084 0.00336894267949868 0.000776144211912823 0.0060468299644959 0.000525191791897241 0.0297466833855285 0.000468146945492934 0.000105383260992683 0.000732404342942987 0.00157610362049985 8.0520730735075e-05 0.00272130125057102 0.000486083290451167 0.0019965547891614 0.000444073839116575 0.000215416033305817 0.00195076409148596 0.0135228075672832 0.00388265435306695
"49" 0.00309504778791147 0.000114088569086159 0.0138426628468319 0.0010332624936102 0.00159226993980868 0.000694069010212839 0.00831547361006495 0.000253977870430153 0.00457007018092847 0.0036741589387596 0.000919252729661242 0.00663597306191758 0.000602751603851747 0.0303674431602062 0.000535894218933915 0.000123091868777757 0.000837467825381219 0.00181480881976312 9.73459791725997e-05 0.00301660865636517 0.000550298476939805 0.00219558216744298 0.000515790763252021 0.000252259794585609 0.0021795208260575 0.0145970976525148 0.0042872537260008
"50" 0.00343183029514836 0.000140679029448049 0.0144710634757061 0.00115644948492862 0.00173429010875893 0.000800720918374737 0.00890692449298577 0.000299203108769123 0.0049383046205122 0.00399844475688924 0.00108281311296776 0.00725780744051487 0.000689087082674489 0.0309709477373879 0.000611069405146355 0.000143234452833067 0.000953882682919606 0.00208125747968088 0.000117085628591689 0.00333418967384398 0.000620990088093364 0.00240746392395649 0.000596561714753425 0.000294197757529062 0.00242775859711951 0.0157167081406521 0.00471500334493001
"51" 0.00379074896812482 0.000172381550458878 0.0151032006433483 0.0012906173681225 0.00188526034643429 0.000920047755053555 0.00951735401322605 0.000350887064883864 0.0053259316082695 0.00434238924761438 0.00126880896166106 0.00791209725705738 0.000784856636842214 0.0315592303816791 0.000694196070019667 0.00016606981543663 0.00108242176794306 0.0023775774438637 0.000140136352901129 0.00367497760944027 0.000698602055302023 0.00263247259608696 0.00068718434101348 0.000341761915640359 0.0026964218251988 0.0168809246285575 0.00516541333926489
"52" 0.00417184597330145 0.000209955771296344 0.015738755022804 0.00143638374868711 0.00204549891641582 0.00105307435866349 0.010146033341553 0.000409708192973826 0.00573337409637632 0.00470656919790122 0.00147929888086855 0.00859847528161261 0.000890735064203239 0.0321344479243791 0.000785806782287264 0.000191875673734949 0.0012238668815456 0.0027059439522636 0.000166932561754484 0.00403991812648808 0.000783593137669535 0.00287085591909738 0.000788488987615525 0.000395519966490015 0.00298644661316279 0.0180888969756188 0.00563784265010772
"53" 0.00457504688841915 0.000254235472844051 0.0163775224523625 0.00159437401509495 0.00221532461375952 0.00120085923478157 0.010792193312359 0.000476385760136599 0.0061610436537986 0.00509154774439406 0.00171640797874246 0.00931644941320839 0.00100741132202951 0.032698851932688 0.000886441095551103 0.000220949277475477 0.00137900527754082 0.00306856996432296 0.000197947992940056 0.00442997055322547 0.000876436788187996 0.00312283657179155 0.000901336799992114 0.00045607591971838 0.00329875686910843 0.0193396448054847 0.00613150552952209
"54" 0.00500016068514666 0.000306130173514806 0.0170194177094386 0.00176521981529802 0.00239505648265044 0.00136449169296227 0.0114550312393104 0.000551679243562361 0.00660934033291459 0.00549787307519201 0.0019823186877416 0.0100654106284761 0.00113558616065411 0.0332547605261813 0.000996643460382735 0.000253607993844892 0.00154862604404857 0.00346769572808306 0.000233697164469694 0.00484610913343281 0.000977621034003778 0.00338861213266387 0.00102661757561873 0.000524070578833451 0.00363426039830186 0.0206320635477611 0.00664548015859898
"55" 0.0054468811343028 0.000366625982296795 0.0176644773897354 0.00194955748713806 0.00258501353898261 0.00154508872798959 0.0121337178345934 0.00063638743012862 0.00707865255833633 0.00592607715919003 0.00227926104676758 0.0108446422573181 0.00127596963959523 0.033804531095585 0.0011169610866792 0.000290189856122904 0.00173351639272806 0.00390557765567777 0.000274736665373107 0.00528932415725912 0.00108764837338062 0.00366835524254551 0.00116524737873598 0.000600181889437491 0.00399384498376664 0.0219649309542013 0.00717871928599167
"56" 0.00591478962894959 0.00043678563082078 0.0183128618942298 0.00214802644915383 0.0027855144977145 0.0017437916634114 0.0128274041719797 0.000731347217142166 0.00756935703367154 0.00637667450510219 0.00260950258844813 0.0116533304655767 0.00142927854643637 0.0343505341520922 0.00124794177727015 0.000331054072967045 0.00193445788682731 0.00438447657313124 0.000321666264862324 0.00576062291024139 0.00120703569131609 0.00396221396822008 0.0013181659315972 0.000685125146946599 0.00437837447515495 0.0233369140243545 0.00773006276019538
"57" 0.00640335940209011 0.000517747614594867 0.0189648565308269 0.00236126755836017 0.00299687750481625 0.00196176257643511 0.0135352286361891 0.000837432116259158 0.00808181866203167 0.00685016095217854 0.00297533797908896 0.0124905758124611 0.00159623373989583 0.034895128508578 0.00139013175436712 0.000376581495260497 0.00215222263999154 0.00490664541924527 0.000375129820431098 0.00626103038006779 0.00133631419507561 0.00427031236006996 0.00148633379805569 0.000779653057320816 0.00478868490547518 0.0247465762765973 0.00829825180285266
"58" 0.00691196109781494 0.000610724383705347 0.019620871741593 0.00258992144162437 0.00321941987359465 0.00220018052423349 0.0142563238036353 0.000955550465914299 0.00861639047617737 0.0073470124945207 0.00337907855823544 0.0133554057401514 0.00177755743946484 0.0354406379673325 0.00154407350081118 0.000427175037581162 0.00238756951821258 0.00547431647453775 0.000435815966587453 0.00679158966322185 0.00147602937018253 0.00459275119552986 0.00167072937692351 0.000884555644798834 0.00522558065509157 0.0261923853019044 0.00888194484706151
"59" 0.00743986963775117 0.000716999535102501 0.0202814424703391 0.00283462680728401 0.00345345782515557 0.00246023759242832 0.0149898232025716 0.00108664336086294 0.00917341357430284 0.00786768414079892 0.00382304192046473 0.0142467878445819 0.00197397048471682 0.0359893296625647 0.00171030363821064 0.000483260051484906 0.00264124037741346 0.00608968820662592 0.000504458567272504 0.00735336201720708 0.00162674095665401 0.00492960889897255 0.00187234572394373 0.00100066000113132 0.00568983068216337 0.0276727205395703 0.00947973474429237
"60" 0.00798627230877417 0.000837923971902449 0.0209472266889678 0.00309601874363639 0.00369930623273879 0.00274313478699726 0.0157348679038411 0.00123168231064148 0.00975321705758589 0.00841260881106997 0.00430954167412727 0.0151636437698956 0.00218618958788224 0.0365433941801126 0.00188935086396377 0.000545284647937505 0.00291395636894601 0.00675491182308528 0.000581836916579913 0.00794742650850507 0.00178902294450731 0.00528094262762775 0.00209218722241383 0.00112882987132911 0.00618216483835121 0.0291858812163168 0.0100901671262517
"61" 0.00855027798332667 0.000974911009729191 0.021619003104458 0.0033747270108854 0.00395727836963961 0.00305007779110831 0.0164906128968623 0.00139166664184086 0.0103561179657773 0.00898219627229565 0.00484087750053817 0.0161048635644467 0.00241492460354332 0.0371049275517148 0.00208173396883716 0.000613719966377539 0.0032064143447471 0.00747207762662486 0.000668775674140983 0.0085748792116827 0.001963463586792 0.00564678951224447 0.00233126612347666 0.00126996507148855 0.00670327028819344 0.0307300943927688 0.010711759694
"62" 0.0091309273704992 0.00112943042575089 0.0222976680716168 0.00367137433305844 0.00422768566041342 0.00338227260844421 0.0172562332090732 0.00156762066202437 0.0109824212072647 0.00957683211406275 0.0054193256229238 0.017069320333465 0.00266087583932767 0.0376759151969935 0.00228795995622107 0.000689060388044816 0.00351928339305869 0.00824320127037064 0.000766144523460554 0.00923683192103372 0.00215066542763698 0.00602716804044267 0.0025905989778588 0.00142500073482518 0.00725378805004795 0.0323035230640938 0.0113430221959074
"63" 0.00972720418438259 0.00130300146246143 0.0229842317398106 0.00398657469630387 0.00451083743504319 0.00374092111446091 0.0180309297308033 0.00176059060586706 0.0116324194802214 0.0101968767659072 0.00604712977767434 0.0180558850225293 0.00292473143127112 0.0382582178631076 0.00250852228341619 0.000771823691364726 0.00385320153448196 0.00907021001312132 0.000874857543556885 0.00993441034271381 0.0023512453420469 0.00642207957006151 0.00287120298138453 0.00159490638263997 0.00783430967590629 0.0339042742646405 0.0119824768486328
"64" 0.0103380471062111 0.00149718481513355 0.023679813464775 0.00432093165985316 0.00480704068573786 0.00412721653675589 0.0188139347113837 0.00197164138661532 0.0123063931816429 0.010842664557551 0.00672649276161958 0.0190634411667621 0.00320716480708254 0.0388535595899741 0.00274389924433095 0.00086255114733753 0.00420877260672493 0.00995492907562941 0.000995872286452042 0.0106687517424039 0.00256583458345072 0.00683150995929575 0.00317409225693656 0.00178068481755974 0.00844537408672639 0.0355304071296326 0.0126286789512311
"65" 0.0109623624085342 0.00171357364891828 0.0243856365193107 0.00467503668577819 0.00511659982601809 0.00454233888532635 0.0196045168962125 0.00220185317822893 0.0130046103012729 0.0115145028232642 0.0074595686086506 0.0200908994430636 0.00350883225987951 0.0394635177081101 0.00299455251179291 0.000961807553041246 0.00458656336473022 0.0108990681992564 0.00113018855535264 0.0114410020309938 0.00279507883430072 0.00725543130001081 0.0035002740956754 0.00198337083703433 0.00908746457919423 0.0371799408703253 0.0132802374416422
"66" 0.0115990371031423 0.00195378370847856 0.0251030221391964 0.00504946749349973 0.00543981645173864 0.00498745035300616 0.0204019862784331 0.00245231785554726 0.0137273262976363 0.0122126710514748 0.00824845542761794 0.0211372118666712 0.00383037065408406 0.0400895148566145 0.00326092585631693 0.00107018120151744 0.00498710082096011 0.0119042085077698 0.00127884688072999 0.0122523122785176 0.00303963825435557 0.00769380374034058 0.00385074518028177 0.00220402976574016 0.00976100601902541 0.0388508626224865 0.0139358351471135
"67" 0.012246952469739 0.00221944259950949 0.025833382942977 0.00544478644480583 0.00577698910369065 0.00546369070580466 0.0212056984428191 0.0027241353214907 0.014474783953615 0.0129374200806547 0.00909518891161232 0.0222013854787463 0.00417239528407875 0.0407328129906322 0.00354344405663749 0.0011882837864692 0.00541086984848793 0.0129717897715995 0.00144292669392708 0.0131038346544729 0.00330018752065928 0.00814657738248974 0.00422648781275898 0.00244375580622982 0.0104663622350525 0.0405411351315711 0.0145942484853957
"68" 0.0129049978193981 0.00251217833721067 0.0265782157664313 0.00586153896492146 0.00612841303142334 0.00597217268225945 0.022015058483362 0.00301840975164879 0.0152472132092355 0.0136889713424244 0.010001736507057 0.023282495378458 0.00453549790493712 0.0413945093308904 0.0038425120156191 0.00131675024035948 0.00585831106722383 0.0141030981715804 0.00162354420036185 0.0139967178006139 0.00357741585265926 0.00861369424158069 0.00462846616893864 0.00270367020788236 0.0112038336274216 0.0422487042414905 0.0152543663816728
"69" 0.0135720843456488 0.00283360727144543 0.0273390939544642 0.0063002520049366 0.00649437995792409 0.00651397742028291 0.0228295244799075 0.00333624578760086 0.016044830969571 0.0144675161527284 0.010969992210073 0.0243796969610352 0.00492024495307182 0.0420755341925921 0.00415851409332352 0.00145623850465539 0.00632981903111434 0.0152992546561042 0.00182184995683636 0.0149321016502203 0.0038720270153962 0.00909509025139832 0.00505762260128822 0.00298491925494772 0.0119736550022452 0.0439715061574044 0.0159152081769363
"70" 0.0142471589165402 0.0031853215116718 0.0281176591549143 0.00676143255064689 0.0068751778447958 0.00709014992934837 0.023648610522939 0.00367874471095186 0.0168678408859051 0.015273215051848 0.012001771937853 0.0254922372323795 0.00532717597300082 0.0427766506171189 0.00449181366705061 0.00160742923111817 0.00682574073152164 0.0165612039817239 0.00203902615987398 0.0159111117155991 0.00418473929325137 0.00959069730298302 0.0055148740109343 0.00328867207523882 0.0127759936440319 0.0457074744564413 0.0165759403166812
"71" 0.0149292176631913 0.00356887598651552 0.0289156126603087 0.00724556618259548 0.00727109065757388 0.00770169462525092 0.0244718892792655 0.00404700063033909 0.0177164331085487 0.0161061971939348 0.0130988094048 0.0266194650809559 0.0057568022646338 0.0434984557176526 0.00484275292610224 0.00177102541319096 0.00734637442924109 0.0178897045226459 0.00227628365436742 0.0169348528730929 0.00451628542636046 0.0101004453022033 0.0060011083090093 0.00361611827180706 0.0136109476361436 0.0474545468236818 0.0172358916241423
"72" 0.015617319224048 0.00398577528285104 0.0297347063449243 0.00775311569182334 0.00768239813082943 0.00834957094410319 0.0252989940948861 0.00444209671356968 0.0185907840099533 0.0169665597866632 0.0142627524173992 0.0277608403986796 0.0062096057635421 0.0442413836389578 0.00521165290686051 0.00194775194668397 0.00789196882477614 0.0192853189292488 0.00253485867410608 0.0180044026820452 0.00486741250149904 0.0106242642326898 0.00651718098651397 0.00396846538073772 0.0144785444384192 0.0492106714940591 0.0178945669795595
"73" 0.0163105975092533 0.00443746041727952 0.0305767332456384 0.00828451975554488 0.0081093755327122 0.00903468905170681 0.0261296206346843 0.00486510149658852 0.019491055877015 0.0178543675815198 0.0154951594885852 0.0289159419542874 0.00668603816461466 0.0450057100221829 0.00559881377154598 0.00213835511910191 0.00846272257358978 0.0207484057098493 0.00281600932793958 0.0191208042809324 0.00523888178901976 0.0111620862108325 0.00706391181088073 0.00434693615901941 0.0153787397299594 0.0509738133840589 0.0185516592459046
"74" 0.0170082738560687 0.0049252956987873 0.0314435178359454 0.00884019167666214 0.00855229342859416 0.00975790566398191 0.0269635280618101 0.00531706530015351 0.0204173965717154 0.0187696524151677 0.0167974966620662 0.030084473935083 0.00718652029733532 0.0457915578575886 0.00600451533174313 0.00234360202709822 0.00905878415011333 0.0222791118034365 0.00312101184740452 0.0202850589101396 0.00563146851727536 0.0117138475199186 0.00764208166633485 0.00475276570727284 0.0163114165238903 0.0527419599001816 0.0192070593018364
"75" 0.0177096684540651 0.00545055584502735 0.032336906043209 0.00942051819072216 0.00901141744348587 0.0105200199937556 0.0278005397626451 0.0057990167839243 0.0213699391595026 0.0197124128022449 0.0181711344299272 0.0312662710858832 0.00771144175866624 0.0465989046016072 0.00642901781547463 0.00256427992167763 0.00968025206134867 0.0238773662041023 0.00345115661357653 0.0214981181165705 0.0060459615759013 0.0122794906109235 0.00825242955400146 0.00518719843296739 0.0172763845597249 0.054513126414082 0.0198608640641353
"76" 0.0184142109276727 0.00601441351601014 0.0332587550596711 0.0100258583436031 0.00948700802290767 0.0113217698389007 0.0286405436260866 0.0063119596661604 0.022348801505064 0.0206826135798791 0.0196173446230187 0.0324613023873211 0.00826116080720119 0.0474275904294911 0.00687256287428581 0.00280119548089987 0.010327175407968 0.0255428746904392 0.00380774398268969 0.0227608757003706 0.00648316313935323 0.0128589660579374 0.00889564976650235 0.00565148486060183 0.0182733799777179 0.0562853613970796 0.0205133824042056
"77" 0.0191214499735339 0.00661792742799584 0.0342109229979873 0.0106565424428931 0.00997932019191182 0.0121638278265896 0.0294834918885315 0.00685686963539693 0.0233540858353953 0.0216801856041267 0.0211372971532547 0.0336696732292962 0.00883600451988713 0.0482773274910243 0.00733537482449237 0.00305517400996551 0.0109995547879282 0.0272751157053614 0.00419207993167946 0.0240741594684748 0.00694388820220456 0.0134522344567355 0.00957238925054773 0.00614687829617888 0.0193020652783755 0.0580567512093525 0.0211651388861821
"78" 0.0198310619607763 0.00726203120704842 0.0351952584420723 0.0113128710855981 0.0104886033119659 0.013046797828274 0.0303294005583778 0.0074346914783393 0.0243858782703206 0.0227050254984696 0.0227320564900038 0.0348916260491697 0.00943626921021777 0.0491477100342616 0.00781766211446195 0.00332705856868824 0.0116973435347934 0.0290733374236678 0.00460547154623744 0.0254387228634146 0.00742896401790372 0.0140592682555435 0.01028324516976 0.00667463135415276 0.0203620295690365 0.0598254245415627 0.0218168752774643
"79" 0.0205428584136834 0.00794752313609663 0.0362135899438386 0.011995114264486 0.0110151008354224 0.0139712115599182 0.0311783484360824 0.0080463364458155 0.0254442483208575 0.0237569954544297 0.0244025777591885 0.0361275394181828 0.0100622211043993 0.0500382252609899 0.00831961900756419 0.00361770902647693 0.012420449280224 0.0309365560362961 0.00504922237520822 0.0268552365388074 0.00793922943297071 0.014680053507634 0.0110287626786824 0.00723599235587239 0.0214527890981862 0.0615895565089106 0.0224695498058823
"80" 0.0212567923081421 0.00867505694153381 0.0372677155159937 0.0127035105550451 0.0115590500573189 0.0149375253819948 0.0320304757478256 0.00869267987597686 0.0265292483560701 0.0248359230842943 0.0261497023634015 0.0373779255734303 0.0107140972695989 0.0509482647775036 0.00884142746825502 0.00392800104506723 0.0131687358274695 0.0328635552716784 0.00552462767620212 0.0283242799551852 0.00847553410897791 0.0153145915359907 0.0118094329176362 0.00783220160937534 0.0225737880769188 0.0633473723996851 0.0231243341609379
"81" 0.0219729631255339 0.00944513375549381 0.0383593921704236 0.013438266384701 0.0121206818642674 0.0159461173137748 0.0328859824126138 0.00937455909106813 0.0276409130392802 0.0259416013258718 0.0279741530340603 0.0386434264064339 0.0113921067860252 0.051877136505289 0.00938325923667087 0.00425882498935351 0.0139420253202043 0.0348528871659694 0.00603296957813527 0.029846333071278 0.00903873762510614 0.0159629005008969 0.0126256912367976 0.00846448758120018 0.0237243997857128 0.0650971510822365 0.0237826082594191
"82" 0.0226916206202825 0.0102580953781257 0.0394903255508505 0.0141995553856131 0.0127002204802152 0.0169972842765136 0.0337451259642242 0.0100927715810343 0.0287792587347444 0.0270737883991324 0.0298765282421154 0.0399248079328517 0.0120964321522787 0.0528240769182542 0.00994527807512102 0.00461108476678182 0.0147401006887063 0.0369028740852536 0.00657551218703972 0.0314217682065586 0.00962970845459483 0.0166250168619393 0.0134779156565859 0.00913406297167699 0.0249039279634511 0.0668372280759901 0.024445952817966
"83" 0.0234131672699221 0.0111141189506275 0.0406621597074048 0.01498751783204 0.0132978832088769 0.0180912395802079 0.0346082191507399 0.0108480734840212 0.0299442828861229 0.0282322078145223 0.0318572959117571 0.0412229532810234 0.0128272309111713 0.0537882634761402 0.010527642167991 0.00498569659586983 0.015562708353197 0.0390116119942069 0.00715349666190595 0.0330508421507691 0.0102493228090083 0.0173009967265618 0.0143664255701848 0.00984212070591589 0.0261116084743922 0.0685659982935983 0.0251161397966486
"84" 0.0241381593891776 0.0120132131347006 0.041876467059505 0.0158022601629464 0.013913880172658 0.0192281106686842 0.0354756272355572 0.011641178370498 0.031135963368287 0.0294165484326737 0.0339167864015536 0.0425388542498042 0.0135846374810514 0.0547688271276439 0.0111305066548264 0.00538358770452429 0.016409561162167 0.0411769749571687 0.0077681362875327 0.0347336885953064 0.0108984633449172 0.0179909170779495 0.0152914806927678 0.0105898298534398 0.0273466112475987 0.0702819184626337 0.0257951207981318
"85" 0.0248673069020302 0.0129552158776766 0.0431347385920146 0.0166438545902033 0.0145484140479168 0.0204079371378351 0.0363477650246633 0.0124727563343181 0.032354257814219 0.0306264645751721 0.0360551847390964 0.0438736014984043 0.0143687651756249 0.0557648647614873 0.0117540262747637 0.00580569495892809 0.0172803415417079 0.0433966208492224 0.00842061157136445 0.0364703109597617 0.011578017728339 0.0186948768756749 0.0162532802607702 0.0113783314900919 0.028608042482149 0.0719835092363428 0.0264850135263841
"86" 0.0256014717779392 0.013939793825078 0.0444383743280262 0.0175123387924253 0.0152016797964281 0.0216306690418324 0.0372250936456928 0.013343433390572 0.0335991029189597 0.0318615761859782 0.0382725221180615 0.0452283734426321 0.0151797083933221 0.0567754514891095 0.0123983580990325 0.00625296342387004 0.018174704830278 0.0456679982467613 0.00911206539110077 0.0382605756846079 0.012288877053092 0.0194129980231845 0.0172519624833434 0.0122087345164836 0.0298949471103073 0.0736693570039181 0.0271880864269732
"87" 0.0263416651502126 0.014966443424072 0.0457886741198532 0.018407715694184 0.0158738643929419 0.0228961655021005 0.0381081171047798 0.0142537911766147 0.0348704137227528 0.0331214690430457 0.0405686666901621 0.0466044239429837 0.0160175449554642 0.0577996526487576 0.0130636643269709 0.00672634485549075 0.0190922827719482 0.0479883544591777 0.00984359821947142 0.04010420605805 0.0130319341100838 0.0201454261968493 0.0182876042469485 0.0130821114478333 0.0312063115097104 0.0753381154115184 0.0279067416476658
"88" 0.0270890431458454 0.0160344937423917 0.0471868287978667 0.0193299533300433 0.0165651465487506 0.0242041936336866 0.0389973786475309 0.015204366949202 0.0361680828757154 0.0344056950196127 0.0429433137082795 0.0480030688803378 0.0168823385708297 0.0588365354274347 0.0137501151198996 0.00722679612751762 0.0200326871400211 0.0503547446558227 0.0106162634519927 0.042000776641424 0.0138080815054764 0.020892331531937 0.0193602210728871 0.0139994941905675 0.0325410664545484 0.0769885066058692 0.0286434964731814
"89" 0.0278449014668827 0.0171431110081174 0.0486339117147382 0.0202789847925729 0.0172756964312053 0.0255544278034197 0.0398934569505732 0.0161956538672807 0.0374919798865423 0.0357137723945915 0.0453959751006372 0.0494256717245533 0.0177741414027323 0.0598851800043449 0.0144578914462819 0.00775527759216328 0.0209955134619864 0.0527640420352782 0.0114310628627644 0.0439497083533022 0.0146182096266381 0.0216539091614934 0.0204697673264414 0.0149618698215142 0.0338980902946761 0.0786193222127269 0.0294009634014535
"90" 0.0286106687734441 0.0182913048564565 0.0501308707204315 0.0212547082632246 0.0180056753791459 0.0269464492338609 0.040796962170072 0.0172281015466873 0.0388419503579093 0.0370451862114254 0.0479259685787498 0.0508736282099677 0.0186929967134035 0.0609446901270904 0.0151871879108755 0.00831275137696262 0.0219803448160872 0.0552129489773261 0.0122889422124442 0.0459502642676783 0.0154632044557993 0.0224303796047367 0.0216161366751836 0.0159701763859065 0.0352762123506008 0.0802294240627993 0.0301818290405415
"91" 0.0293878989278692 0.0194779362506002 0.0516785206009594 0.0222569871246857 0.0187552356142385 0.028379745966512 0.0417085318733922 0.0183021168698424 0.0402178152113996 0.0383993886847249 0.0505324064035734 0.0523483502395918 0.0196389415593414 0.0620142030398396 0.0159382155400588 0.00890017961892784 0.0229867556693074 0.0576980091118165 0.0131907870314573 0.0480015461763182 0.0163439452323702 0.0232219890021735 0.0227991627929371 0.0170252987307229 0.0366742165113409 0.0818177446778831 0.0309888320153475
"92" 0.0301782621679739 0.020701727025093 0.0532775360114752 0.0232856501530752 0.0195245199482355 0.029853713197037 0.0426288268796923 0.019418065030528 0.0416193699049162 0.0397757996539458 0.0532141839543768 0.053851249146654 0.0206120095103476 0.0630928986909267 0.0167112044951946 0.00951852263750644 0.024014315726373 0.060215620232978 0.0141374186002796 0.0501024919596262 0.0172613019659447 0.0240290091952369 0.0240186203048029 0.0181280643901273 0.038090845021265 0.0833832875300265 0.0318247400814817
"93" 0.030983535285068 0.0219612709821395 0.0549284449317453 0.0243404917881001 0.020313661486206 0.0313676539943463 0.0435585270347068 0.0205762707910194 0.0430463836456745 0.0411738070833194 0.0559699682629317 0.0553837184480174 0.0216122333642317 0.0641800081557962 0.0175064066857785 0.0101687370479355 0.025062593759362 0.0627620479826035 0.0151295901472782 0.0522518738042482 0.0182161328031043 0.0248517376488248 0.0252742259676251 0.0192792395399127 0.0395248024411754 0.0849251270864588 0.0326923266499517
"94" 0.0318055908891533 0.0232550464541106 0.056631622669438 0.0254212724790663 0.0211227833258065 0.0329207804142876 0.0444983269443029 0.0217770199262529 0.0444985986019905 0.0425927676071966 0.0587981866913315 0.0569471162288351 0.022639647828635 0.0652748212197962 0.0183240982542161 0.0108517738166987 0.0261311613877632 0.0653334402210181 0.0161679832831318 0.0544482972991734 0.0192092812522286 0.0256904972156781 0.0265656400792402 0.0204795250379178 0.0409747597681292 0.0864424086528585 0.0335943469308152
"95" 0.0326463858495603 0.0245814302293604 0.058387286433999 0.026527719104417 0.0219519982526934 0.0345122150173583 0.0454489316906004 0.023020560827362 0.0459757291171877 0.0440320071199172 0.0616970159447656 0.0585427473016048 0.0236942921411029 0.0663766930739886 0.0191645819043706 0.0115685762609084 0.0272195967792798 0.0679258420008122 0.0172532046892822 0.0566902014353666 0.0202415732716261 0.026545635742088 0.0278924681088433 0.0217295525673509 0.0424393586977713 0.0879343480272735 0.0345335139065281
"96" 0.0335079490041618 0.0259387127234952 0.0601954905011603 0.0276595254622714 0.0228014084322017 0.0361409927983023 0.0464110525535288 0.0243071062348391 0.0474774609290402 0.0454908214092727 0.0646643716206234 0.0601718452854841 0.0247762125984296 0.0674850500858136 0.0200281890465342 0.0123200779935555 0.0283274882423575 0.0705352110550164 0.018385783076214 0.0589758595270194 0.0213138142273934 0.0274175255149513 0.0292542625398037 0.0230298808998348 0.0439172160123014 0.0894002309766615 0.0355124743464492
"97" 0.0343923682342366 0.0273251142645867 0.0620561219853899 0.0288163528292484 0.0236711050974477 0.0378060635336631 0.0473854027596814 0.0256368350697886 0.0490034503982557 0.0469684768325836 0.0676978985021794 0.0618355547533458 0.0258854649664178 0.0685993946150745 0.0209152817321869 0.0131072008166969 0.0294544376823026 0.0731574337087351 0.0195661664256332 0.0613033810654251 0.0224267857285017 0.0283065625507104 0.0306505249152785 0.0243809922947657 0.0454069280766184 0.0908394125476191 0.0365337850728732
"98" 0.0353017770050159 0.0287388023485923 0.0639688972348074 0.0299978305846827 0.024561168234035 0.0395062945513464 0.0483726932792156 0.0270098943302608 0.0505533237495725 0.0484642110343676 0.0707949618086306 0.063534913594548 0.0270221167415204 0.0697193088542144 0.0218262543528169 0.0139308525647806 0.0306000638939398 0.0757883411212221 0.020794719528829 0.063670714509304 0.0235812423476745 0.0292131657272155 0.0320807080759929 0.0257832890512673 0.0469070754246641 0.0922513162223891 0.0375998896860669
"99" 0.0362383404739721 0.0301779097105462 0.065933358860333 0.0312035568971842 0.0254716662615765 0.0412404739239848 0.0493736286903628 0.0284264010185003 0.0521266763291053 0.0499772337045375 0.0739526396133443 0.065270835740782 0.0281862492363897 0.0708444576802234 0.0227615350781864 0.0147919249004468 0.0317640056650396 0.0784237257640202 0.0220717218316742 0.0660756510082168 0.0247779082376694 0.0301377757600333 0.0335442185785922 0.0272370902286137 0.0484162274175549 0.0936354329307381 0.038713095951164
"100" 0.0372042412699863 0.031640553047957 0.0679488734080587 0.0324330994703444 0.0264026557122686 0.0430073140854106 0.0503889031298515 0.0298864440641195 0.0537230718816191 0.0515067273760203 0.0771677166387445 0.0670440944006273 0.029377959462116 0.0719745905136452 0.0237215870107157 0.0156912910652842 0.0329459246661862 0.0810593580400418 0.0233973655948565 0.0685158290485316 0.0260174736535789 0.0310808540251967 0.0350404192820139 0.0287426285504888 0.0499329469547117 0.0949913199277332 0.0398755540434633
"101" 0.0382016650467199 0.0331248522253586 0.0700146296810999 0.0336859963442637 0.0273541809067837 0.0448054558668387 0.0514191963462342 0.031390086207736 0.0553420418514475 0.0530518482606569 0.0804366796293718 0.0688553059456136 0.0305973617809209 0.0731095421880484 0.0247069090341386 0.016629803588174 0.0341455081043746 0.083691002948394 0.024771754376058 0.0709887400043538 0.027300591392742 0.0320428812308472 0.0365686320883869 0.030300047507857 0.051455795218912 0.096318599546881 0.0410892358407696
"102" 0.0392327859128241 0.0346289497831202 0.0721296377144738 0.0349617567494605 0.0283262736277729 0.0466334729464476 0.0524651698717508 0.0329373658094841 0.0569830847107917 0.0546117271221982 0.0837557144943238 0.0707049145866686 0.0318445893042508 0.0742492328409177 0.0257180363362222 0.0176082919540068 0.0353624711193823 0.0863144367002881 0.0261949018389163 0.0734917345689083 0.0286278731647753 0.0330243559406683 0.0381281408240321 0.031909398674529 0.0529833364359645 0.0976169578375013 0.0423559154419903
"103" 0.0402997518400996 0.0361510305694252 0.0742927284038921 0.0362598620096183 0.0293189527913008 0.0484898767029427 0.0535274633269646 0.0345282985470433 0.0586456653191467 0.0561854701851812 0.087120705396658 0.0725931779748384 0.0331197950126004 0.0753936668441631 0.0267555405871545 0.0186275602357209 0.0365965589038503 0.0889254631925363 0.0276667308917236 0.0760220300351518 0.0299998859051039 0.0340257929524319 0.0397181942452285 0.0335706392487326 0.0545141426295671 0.0988861430946015 0.0436771510803391
